"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"No data available in table"
