"วัคซีน","รวม","ปี พ.ศ. 2559","ปี พ.ศ. 2560"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"053, ไข้สมองอักเสบเจอี 3 (JE3)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"073, หัด คางทูม หัดเยอรมัน (MMR2)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J12, เจอีเชื้อเป็น2 (JE  : Lived attenuated )","0","0","0","0","0","0","0","0","0","0","0","0","0"
