"วัคซีน","รวม","ปี พ.ศ. 2563","ปี พ.ศ. 2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"035, ดีทีพี กระตุ้น 2 (DTP5)","370,282","35,805","34,226","33,737","33,658","29,987","30,586","27,902","29,352","30,770","26,574","28,247","29,438"
"085, โอพีวี กระตุ้น 2 (OPV5)","371,542","35,973","34,334","33,826","33,698","30,057","30,727","27,923","29,441","31,144","26,689","28,246","29,484"
