"วัคซีน","รวม","ปี พ.ศ. 2561","ปี พ.ศ. 2562"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"035, ดีทีพี กระตุ้น 2 (DTP5)","419,769","41,659","42,279","36,178","33,375","34,750","30,944","29,189","33,118","33,033","33,701","35,985","35,558"
"085, โอพีวี กระตุ้น 2 (OPV5)","419,300","41,498","42,096","36,038","33,319","34,653","30,796","29,206","33,107","33,033","33,714","36,147","35,693"
