"วัคซีน","รวม","ปี พ.ศ. 2562","ปี พ.ศ. 2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"035, ดีทีพี กระตุ้น 2 (DTP5)","410,161","39,314","40,319","36,035","34,010","35,886","31,742","28,064","34,070","33,405","30,666","33,974","32,676"
"085, โอพีวี กระตุ้น 2 (OPV5)","410,950","39,488","40,374","36,162","34,120","35,925","31,783","28,086","34,086","33,473","30,729","34,008","32,716"
